,Genes,genes,E.genes,mean.all,mean.cl,log2.fc,p.adj
ENSG00000143819,EPHX1,EPHX1,ENSG00000143819,29.25999265,65.64471536,1.165749467,2.27E-05
ENSG00000143870,PDIA6,PDIA6,ENSG00000143870,66.99823349,171.7761576,1.358334843,0
ENSG00000143882,ATP6V1C2,ATP6V1C2,ENSG00000143882,21.27947802,53.06190074,1.318213593,1.24E-05
ENSG00000143933,CALM2,CALM2,ENSG00000143933,284.5791781,561.7384645,0.981068486,0
ENSG00000143977,SNRPG,SNRPG,ENSG00000143977,35.71706947,73.11952241,1.033642933,8.66E-05
ENSG00000144021,CIAO1,CIAO1,ENSG00000144021,32.2962938,67.36319308,1.060591909,0.000178303
ENSG00000144028,SNRNP200,SNRNP200,ENSG00000144028,50.73260923,115.8997966,1.191892768,1.87E-11
ENSG00000144136,SLC20A1,SLC20A1,ENSG00000144136,49.96519385,110.3408163,1.142971202,4.36E-10
ENSG00000144381,HSPD1,HSPD1,ENSG00000144381,73.87082812,194.8705884,1.399439707,0
ENSG00000144848,ATG3,ATG3,ENSG00000144848,35.50182354,68.14136322,0.94063768,0.00249359
ENSG00000144867,SRPRB,SRPRB,ENSG00000144867,33.08588754,77.14241513,1.221308333,1.32E-07
ENSG00000145191,EIF2B5,EIF2B5,ENSG00000145191,22.53836915,48.20254707,1.096726254,0.005697559
ENSG00000145247,OCIAD2,OCIAD2,ENSG00000145247,30.20732213,74.47917996,1.301938893,3.10E-08
ENSG00000145425,RPS3A,RPS3A,ENSG00000145425,182.7899386,330.4857511,0.85440141,0
ENSG00000145494,NDUFS6,NDUFS6,ENSG00000145494,73.82424543,140.4179931,0.927561204,1.48E-08
ENSG00000145555,MYO10,MYO10,ENSG00000145555,30.52592365,60.46064299,0.985961373,0.004681225
ENSG00000145592,RPL37,RPL37,ENSG00000145592,339.5987155,497.3136775,0.550325108,3.35E-12
ENSG00000145632,PLK2,PLK2,ENSG00000145632,94.06028145,261.5035506,1.475172981,0
ENSG00000145741,BTF3,BTF3,ENSG00000145741,147.9176895,345.9881133,1.225927879,0
ENSG00000145907,G3BP1,G3BP1,ENSG00000145907,42.6672895,102.3883234,1.262848828,2.41E-11
ENSG00000145912,NHP2,NHP2,ENSG00000145912,39.77860348,79.77970779,1.004029212,8.13E-05
ENSG00000146072,TNFRSF21,TNFRSF21,ENSG00000146072,21.51016725,49.33136831,1.197486562,0.000662207
ENSG00000146242,TPBG,TPBG,ENSG00000146242,22.73146467,49.87101343,1.133510875,0.003216061
ENSG00000146425,DYNLT1,DYNLT1,ENSG00000146425,43.11812368,107.1390654,1.313118312,0
ENSG00000146648,EGFR,EGFR,ENSG00000146648,19.24315225,45.63564558,1.245815992,0.00096278
ENSG00000146674,IGFBP3,IGFBP3,ENSG00000146674,32.25641568,93.38396092,1.533588647,0
ENSG00000146731,CCT6A,CCT6A,ENSG00000146731,72.82477622,192.6781331,1.403691582,0
ENSG00000147140,NONO,NONO,ENSG00000147140,77.73146164,154.0292829,0.986634102,4.82E-11
ENSG00000147274,RBMX,RBMX,ENSG00000147274,49.22090775,94.48675864,0.9408409,2.82E-05
ENSG00000147604,RPL7,RPL7,ENSG00000147604,91.70080818,273.9986641,1.579162505,0
ENSG00000147642,SYBU,SYBU,ENSG00000147642,20.9200283,49.66022499,1.247205995,0.000291712
ENSG00000147649,MTDH,MTDH,ENSG00000147649,128.5087387,244.4716777,0.92780087,0
ENSG00000147669,POLR2K,POLR2K,ENSG00000147669,36.25779517,106.8515432,1.559244642,0
ENSG00000147676,MAL2,MAL2,ENSG00000147676,35.07517142,103.7209414,1.564185146,0
ENSG00000147677,EIF3H,EIF3H,ENSG00000147677,88.5007642,226.4860055,1.355660092,0
ENSG00000147684,NDUFB9,NDUFB9,ENSG00000147684,113.8093665,192.6176755,0.759120802,5.46E-08
ENSG00000147955,SIGMAR1,SIGMAR1,ENSG00000147955,24.01488483,61.23251015,1.350368936,4.45E-07
ENSG00000148154,UGCG,UGCG,ENSG00000148154,37.2970012,70.42804284,0.917090354,0.003562026
ENSG00000148396,SEC16A,SEC16A,ENSG00000148396,52.65838823,130.676436,1.311263744,0
ENSG00000148513,ANKRD30A,ANKRD30A,ENSG00000148513,45.11126776,114.8748484,1.348503222,0
ENSG00000148672,GLUD1,GLUD1,ENSG00000148672,27.79407457,60.20782678,1.115173697,0.000218051
ENSG00000148773,MKI67,MKI67,ENSG00000148773,39.34801149,74.76830226,0.926136046,0.001684148
ENSG00000149100,EIF3M,EIF3M,ENSG00000149100,40.4879219,95.13283962,1.232451845,5.43E-10
ENSG00000149136,SSRP1,SSRP1,ENSG00000149136,34.95559225,67.39845733,0.947192292,0.002912041
ENSG00000149182,ARFGAP2,ARFGAP2,ENSG00000149182,107.9448419,333.6259962,1.627937402,0
ENSG00000149257,SERPINH1,SERPINH1,ENSG00000149257,23.54276199,58.26281875,1.307291916,3.68E-06
ENSG00000149273,RPS3,RPS3,ENSG00000149273,343.3481405,646.2665631,0.9124572,0
ENSG00000149418,ST14,ST14,ENSG00000149418,23.29386563,53.01567116,1.186468801,0.000232514
ENSG00000149547,EI24,EI24,ENSG00000149547,43.84859341,131.6433469,1.586032142,0
ENSG00000149658,YTHDF1,YTHDF1,ENSG00000149658,21.019075,46.82596536,1.155609556,0.004434571
ENSG00000149792,MRPL49,MRPL49,ENSG00000149792,23.77063956,50.59727588,1.089878993,0.005056331
ENSG00000149806,FAU,FAU,ENSG00000149806,233.1594118,318.0517584,0.447944896,0.000343329
ENSG00000149923,PPP4C,PPP4C,ENSG00000149923,71.84203345,148.0284326,1.042974218,8.03E-12
ENSG00000149925,ALDOA,ALDOA,ENSG00000149925,381.0249419,830.9363201,1.124852479,0
ENSG00000150403,TMCO3,TMCO3,ENSG00000150403,32.02827298,62.30556439,0.960015006,0.00520891
ENSG00000150687,PRSS23,PRSS23,ENSG00000150687,51.27608468,166.2988345,1.697420048,0
ENSG00000150753,CCT5,CCT5,ENSG00000150753,62.54051752,180.0419648,1.525470151,0
ENSG00000150991,UBC,UBC,ENSG00000150991,657.0887268,938.0047802,0.513507084,0
ENSG00000151292,CSNK1G3,CSNK1G3,ENSG00000151292,55.57049595,182.6747321,1.716886071,0
ENSG00000151366,NDUFC2,NDUFC2,ENSG00000151366,64.96082332,176.2146308,1.439691891,0
ENSG00000151465,CDC123,CDC123,ENSG00000151465,21.44943469,49.2549945,1.199330397,0.0006097
ENSG00000151491,EPS8,EPS8,ENSG00000151491,21.90763351,50.05922244,1.192202231,0.000477209
ENSG00000151729,SLC25A4,SLC25A4,ENSG00000151729,22.48082238,54.12618681,1.267631942,3.03E-05
ENSG00000151914,DST,DST,ENSG00000151914,38.23498641,95.57341644,1.32171603,2.01E-11
ENSG00000151929,BAG3,BAG3,ENSG00000151929,22.30150007,50.3478423,1.174789198,0.000808738
ENSG00000152082,MZT2B,MZT2B,ENSG00000152082,59.1006048,109.7657972,0.893183784,1.29E-05
ENSG00000152332,UHMK1,UHMK1,ENSG00000152332,49.9399438,88.32279053,0.822591557,0.002397957
ENSG00000152700,SAR1B,SAR1B,ENSG00000152700,38.64767863,85.6094475,1.147388254,2.27E-07
ENSG00000152767,FARP1,FARP1,ENSG00000152767,22.14536881,47.15367063,1.090365056,0.007902072
ENSG00000152894,PTPRK,PTPRK,ENSG00000152894,26.73083552,75.66689588,1.501157329,3.41E-11
ENSG00000153037,SRP19,SRP19,ENSG00000153037,34.85933292,72.91699144,1.064710075,7.11E-05
ENSG00000153066,TXNDC11,TXNDC11,ENSG00000153066,37.61168399,69.61506466,0.888218636,0.00912215
ENSG00000153113,CAST,CAST,ENSG00000153113,72.70507571,151.5166665,1.059348505,2.01E-12
ENSG00000153310,FAM49B,FAM49B,ENSG00000153310,35.39276513,80.35373244,1.182910559,2.24E-07
ENSG00000154305,MIA3,MIA3,ENSG00000154305,37.03383845,85.53187072,1.207618006,2.81E-08
ENSG00000154380,ENAH,ENAH,ENSG00000154380,52.71724305,137.9147109,1.387429524,0
ENSG00000154473,BUB3,BUB3,ENSG00000154473,53.90876983,122.6258608,1.185671371,3.35E-12
ENSG00000154639,CXADR,CXADR,ENSG00000154639,22.70958155,53.12416864,1.226067236,0.000103949
ENSG00000155066,PROM2,PROM2,ENSG00000155066,28.64181224,68.8226214,1.264760066,7.35E-07
ENSG00000155096,AZIN1,AZIN1,ENSG00000155096,49.84393217,103.9267646,1.060077452,8.86E-08
ENSG00000155097,ATP6V1C1,ATP6V1C1,ENSG00000155097,28.70440439,58.19755872,1.019686516,0.002935968
ENSG00000155368,DBI,DBI,ENSG00000155368,81.32337365,204.533788,1.330597218,0
ENSG00000155660,PDIA4,PDIA4,ENSG00000155660,36.20992698,74.93323759,1.049220519,7.05E-05
ENSG00000155876,RRAGA,RRAGA,ENSG00000155876,23.29903251,50.24816985,1.108801003,0.002870466
ENSG00000156261,CCT8,CCT8,ENSG00000156261,49.10298521,109.2149316,1.15328747,3.36E-10
ENSG00000156482,RPL30,RPL30,ENSG00000156482,405.6532214,785.7271204,0.953781413,0
ENSG00000156508,EEF1A1,EEF1A1,ENSG00000156508,516.658627,1029.604377,0.994806826,0
ENSG00000156587,UBE2L6,UBE2L6,ENSG00000156587,46.51253777,86.35988172,0.892741611,0.000451907
ENSG00000156675,RAB11FIP1,RAB11FIP1,ENSG00000156675,82.51804006,225.2583838,1.448799342,0
ENSG00000156709,AIFM1,AIFM1,ENSG00000156709,26.315886,53.28842088,1.017888114,0.009041554
ENSG00000156711,MAPK13,MAPK13,ENSG00000156711,21.3173759,49.91157217,1.227344491,0.000508752
ENSG00000156802,ATAD2,ATAD2,ENSG00000156802,39.23123841,112.9310493,1.525367413,0
ENSG00000156804,FBXO32,FBXO32,ENSG00000156804,31.74993369,89.21985142,1.490611167,0
ENSG00000156873,PHKG2,PHKG2,ENSG00000156873,37.07705599,77.43809805,1.062516824,1.93E-05
ENSG00000157020,SEC13,SEC13,ENSG00000157020,44.28096396,108.8181682,1.297160914,1.34E-12
ENSG00000157456,CCNB2,CCNB2,ENSG00000157456,27.05805749,67.88305765,1.326993278,1.75E-07
ENSG00000157601,MX1,MX1,ENSG00000157601,34.39727748,90.15641068,1.390135699,5.35E-12
ENSG00000157734,SNX22,SNX22,ENSG00000157734,34.18922077,97.48980319,1.511709788,0
ENSG00000157778,PSMG3,PSMG3,ENSG00000157778,29.51007221,58.79862793,0.994575039,0.006884808
ENSG00000157916,RER1,RER1,ENSG00000157916,50.42479581,97.63979621,0.953335947,1.17E-05
ENSG00000158106,RHPN1,RHPN1,ENSG00000158106,32.61964813,75.75470366,1.21559425,3.97E-07
ENSG00000158417,EIF5B,EIF5B,ENSG00000158417,129.7466049,204.1000147,0.653579499,4.04E-06
ENSG00000158850,B4GALT3,B4GALT3,ENSG00000158850,30.87620739,61.40746759,0.991918555,0.003280749
ENSG00000158864,NDUFS2,NDUFS2,ENSG00000158864,55.6431415,140.3904282,1.335168797,0
ENSG00000159166,LAD1,LAD1,ENSG00000159166,30.29150164,70.16689688,1.211877462,1.27E-06
ENSG00000159176,CSRP1,CSRP1,ENSG00000159176,81.31871188,190.4020606,1.227389825,0
ENSG00000159200,RCAN1,RCAN1,ENSG00000159200,20.75202485,45.71327661,1.139361119,0.007235435
ENSG00000159231,CBR3,CBR3,ENSG00000159231,25.23566764,57.47387807,1.187442143,0.000101004
ENSG00000159352,PSMD4,PSMD4,ENSG00000159352,66.31825663,118.2559106,0.834434307,2.24E-05
ENSG00000159377,PSMB4,PSMB4,ENSG00000159377,95.08480772,236.922634,1.317129274,0
ENSG00000159388,BTG2,BTG2,ENSG00000159388,167.6075083,273.4085326,0.705971489,1.91E-10
ENSG00000159763,PIP,PIP,ENSG00000159763,88.05906688,238.0351586,1.434631219,0
ENSG00000160075,SSU72,SSU72,ENSG00000160075,62.85588238,124.6888232,0.98821248,1.98E-08
ENSG00000160180,TFF3,TFF3,ENSG00000160180,103.5848527,293.0682259,1.500423509,0
ENSG00000160182,TFF1,TFF1,ENSG00000160182,124.4835834,346.1495164,1.475439837,0
ENSG00000160208,RRP1B,RRP1B,ENSG00000160208,39.33283422,111.4181105,1.502177704,0
ENSG00000160213,CSTB,CSTB,ENSG00000160213,56.55597768,115.155678,1.025834125,1.81E-08
ENSG00000160678,S100A1,S100A1,ENSG00000160678,44.97991566,155.7688637,1.792054024,0
ENSG00000160710,ADAR,ADAR,ENSG00000160710,100.4309715,249.3720648,1.312095615,0
ENSG00000160752,FDPS,FDPS,ENSG00000160752,73.29183932,208.6051151,1.509050059,0
ENSG00000160753,RUSC1,RUSC1,ENSG00000160753,39.30766682,100.8773601,1.359719789,1.34E-12
ENSG00000160862,AZGP1,AZGP1,ENSG00000160862,106.2559833,343.1008876,1.691088776,0
ENSG00000160932,LY6E,LY6E,ENSG00000160932,124.515679,432.2562353,1.795559357,0
ENSG00000160957,RECQL4,RECQL4,ENSG00000160957,19.54254227,44.15276741,1.175885708,0.003504308
ENSG00000160959,LRRC14,LRRC14,ENSG00000160959,20.52592218,46.01101721,1.164532311,0.002338375
ENSG00000161011,SQSTM1,SQSTM1,ENSG00000161011,352.1225323,444.1473788,0.334960929,0.0064929
ENSG00000161057,PSMC2,PSMC2,ENSG00000161057,28.49875687,64.09431839,1.169297486,1.96E-05
ENSG00000161202,DVL3,DVL3,ENSG00000161202,34.5769104,82.62432164,1.256757558,1.30E-08
ENSG00000161203,AP2M1,AP2M1,ENSG00000161203,183.6938741,267.8537715,0.544142094,2.03E-05
ENSG00000161800,RACGAP1,RACGAP1,ENSG00000161800,24.35081335,63.16708399,1.375203013,1.09E-07
ENSG00000161960,EIF4A1,EIF4A1,ENSG00000161960,90.86386286,210.1557948,1.209680693,0
ENSG00000161970,RPL26,RPL26,ENSG00000161970,181.7859412,252.8810409,0.476218249,0.002093304
ENSG00000162078,ZG16B,ZG16B,ENSG00000162078,37.86619322,87.31762771,1.205362544,1.55E-08
ENSG00000162244,RPL29,RPL29,ENSG00000162244,72.15979102,149.0018533,1.046063209,5.35E-12
ENSG00000162517,PEF1,PEF1,ENSG00000162517,34.01368613,73.82225285,1.117940403,1.23E-05
ENSG00000162521,RBBP4,RBBP4,ENSG00000162521,47.9340865,100.0016732,1.060900296,1.01E-07
ENSG00000162522,KIAA1522,KIAA1522,ENSG00000162522,34.59812971,93.03667673,1.427105513,0
ENSG00000162545,CAMK2N1,CAMK2N1,ENSG00000162545,28.26029379,62.52783778,1.145722166,7.63E-05
ENSG00000162599,NFIA,NFIA,ENSG00000162599,35.24061721,74.71784599,1.084213673,2.37E-05
ENSG00000162729,IGSF8,IGSF8,ENSG00000162729,24.13513282,51.14347419,1.0834154,0.003531716
ENSG00000162734,PEA15,PEA15,ENSG00000162734,65.41190393,133.4771712,1.028967904,4.51E-10
ENSG00000162735,PEX19,PEX19,ENSG00000162735,22.36554201,50.00984998,1.160934556,0.000879843
ENSG00000162736,NCSTN,NCSTN,ENSG00000162736,28.16715347,72.26611067,1.359305477,8.58E-09
ENSG00000162772,ATF3,ATF3,ENSG00000162772,135.5997847,237.6551941,0.809515045,7.36E-12
ENSG00000162909,CAPN2,CAPN2,ENSG00000162909,184.6046538,264.7903373,0.520411553,9.61E-05
ENSG00000162910,MRPL55,MRPL55,ENSG00000162910,47.61087282,109.4302179,1.200648194,4.89E-11
ENSG00000162961,DPY30,DPY30,ENSG00000162961,29.78720456,64.03585909,1.104187281,9.90E-05
ENSG00000163191,S100A11,S100A11,ENSG00000163191,175.7739109,509.9115516,1.536526066,0
ENSG00000163399,ATP1A1,ATP1A1,ENSG00000163399,84.77758973,181.9275263,1.101608989,0
ENSG00000163435,ELF3,ELF3,ENSG00000163435,176.8529912,537.6716429,1.604174765,0
ENSG00000163463,KRTCAP2,KRTCAP2,ENSG00000163463,30.79601986,87.49313302,1.506425884,0
ENSG00000163468,CCT3,CCT3,ENSG00000163468,86.07370282,258.385682,1.585881689,0
ENSG00000163479,SSR2,SSR2,ENSG00000163479,81.51876427,202.3225983,1.311453383,0
ENSG00000163541,SUCLG1,SUCLG1,ENSG00000163541,43.44921923,88.58352758,1.027708197,5.68E-06
ENSG00000163655,GMPS,GMPS,ENSG00000163655,34.79908311,86.70079849,1.316995986,4.74E-10
ENSG00000163694,RBM47,RBM47,ENSG00000163694,44.79462536,87.15677687,0.960287203,4.62E-05
ENSG00000163702,IL17RC,IL17RC,ENSG00000163702,19.6315605,43.89792263,1.160977813,0.009187928
ENSG00000163754,GYG1,GYG1,ENSG00000163754,29.33673317,65.07923265,1.149489013,2.50E-05
ENSG00000163811,WDR43,WDR43,ENSG00000163811,26.56921905,57.480394,1.113314128,0.000548409
ENSG00000163814,CDCP1,CDCP1,ENSG00000163814,23.40659779,62.06726963,1.406917432,6.04E-08
ENSG00000163882,POLR2H,POLR2H,ENSG00000163882,37.69581207,71.70443634,0.927658129,0.002655149
ENSG00000163900,TMEM41A,TMEM41A,ENSG00000163900,46.22668903,90.37570068,0.967208893,2.38E-05
ENSG00000163902,RPN1,RPN1,ENSG00000163902,106.9213468,274.1546046,1.35843979,0
ENSG00000163938,GNL3,GNL3,ENSG00000163938,30.52115872,66.87375423,1.131630377,4.85E-05
ENSG00000163956,LRPAP1,LRPAP1,ENSG00000163956,43.70915317,106.0821778,1.279174967,2.68E-12
ENSG00000163964,PIGX,PIGX,ENSG00000163964,27.76394703,67.88094652,1.289794,5.07E-07
ENSG00000163993,S100P,S100P,ENSG00000163993,150.7720985,383.229771,1.345840168,0
ENSG00000164054,SHISA5,SHISA5,ENSG00000164054,43.75792748,83.16414745,0.926417299,0.000258757
ENSG00000164062,APEH,APEH,ENSG00000164062,31.40857683,66.02052977,1.071756142,0.000139378
ENSG00000164111,ANXA5,ANXA5,ENSG00000164111,88.83556321,199.1574733,1.164700371,0
ENSG00000164244,PRRC1,PRRC1,ENSG00000164244,25.6847766,58.4840024,1.187128521,7.81E-05
ENSG00000164292,RHOBTB3,RHOBTB3,ENSG00000164292,42.46854554,80.23103691,0.917765743,0.000571826
ENSG00000164300,SERINC5,SERINC5,ENSG00000164300,21.84491046,52.30844738,1.259746756,7.40E-05
ENSG00000164403,SHROOM1,SHROOM1,ENSG00000164403,98.07755739,228.5235859,1.220348119,0
ENSG00000164405,UQCRQ,UQCRQ,ENSG00000164405,281.085892,655.2689868,1.221076207,0
ENSG00000164587,RPS14,RPS14,ENSG00000164587,393.2572674,612.5424522,0.639336407,0
ENSG00000164611,PTTG1,PTTG1,ENSG00000164611,28.59161702,63.92563403,1.160802349,5.08E-05
ENSG00000164828,SUN1,SUN1,ENSG00000164828,27.7731689,71.64421436,1.367158407,1.20E-08
ENSG00000164855,TMEM184A,TMEM184A,ENSG00000164855,20.215156,44.58600627,1.141153641,0.008403328
ENSG00000164919,COX6C,COX6C,ENSG00000164919,201.7577762,514.2784877,1.349925528,0
ENSG00000164920,OSR2,OSR2,ENSG00000164920,19.34365283,44.29465587,1.195272391,0.002678927
ENSG00000164934,DCAF13,DCAF13,ENSG00000164934,26.91956309,64.57639444,1.262351897,2.25E-06
ENSG00000165105,RASEF,RASEF,ENSG00000165105,24.88924897,61.07030741,1.294948409,1.74E-06
ENSG00000165140,FBP1,FBP1,ENSG00000165140,42.82853669,109.394419,1.352894847,0
ENSG00000165264,NDUFB6,NDUFB6,ENSG00000165264,41.12047681,90.70155504,1.141270292,8.38E-08
ENSG00000165272,AQP3,AQP3,ENSG00000165272,56.27249938,181.5557544,1.689910709,0
ENSG00000165280,VCP,VCP,ENSG00000165280,110.602548,207.4187243,0.907161514,6.69E-13
ENSG00000165282,PIGO,PIGO,ENSG00000165282,20.75447818,50.98309322,1.296596247,9.25E-05
ENSG00000165283,STOML2,STOML2,ENSG00000165283,41.62283744,96.25248694,1.2094485,1.08E-09
ENSG00000165304,MELK,MELK,ENSG00000165304,18.62733012,43.63854616,1.228182132,0.002398335
ENSG00000165389,SPTSSA,SPTSSA,ENSG00000165389,42.61978551,90.03418583,1.078949562,5.02E-07
ENSG00000165527,ARF6,ARF6,ENSG00000165527,48.94835997,93.11566733,0.927763409,4.27E-05
ENSG00000165672,PRDX3,PRDX3,ENSG00000165672,37.47298117,94.38189186,1.332659334,1.61E-11
ENSG00000165678,GHITM,GHITM,ENSG00000165678,71.25136756,140.5146109,0.979730542,1.26E-09
ENSG00000165912,PACSIN3,PACSIN3,ENSG00000165912,19.02136686,42.52226193,1.160597421,0.00968459
ENSG00000165916,PSMC3,PSMC3,ENSG00000165916,51.64261933,121.668785,1.236325001,0
ENSG00000165949,IFI27,IFI27,ENSG00000165949,153.275022,573.4334255,1.903503391,0
ENSG00000165959,CLMN,CLMN,ENSG00000165959,47.14561177,92.25703686,0.968535463,1.48E-05
ENSG00000166145,SPINT1,SPINT1,ENSG00000166145,56.29328362,177.0328036,1.652982003,0
ENSG00000166224,SGPL1,SGPL1,ENSG00000166224,23.76833832,54.77498798,1.204476217,0.000186048
ENSG00000166226,CCT2,CCT2,ENSG00000166226,52.58720246,130.3357957,1.309449708,0
ENSG00000166228,PCBD1,PCBD1,ENSG00000166228,23.19396449,52.71280238,1.184403955,0.000479029
ENSG00000166347,CYB5A,CYB5A,ENSG00000166347,36.92673229,100.0355732,1.437775615,0
ENSG00000166483,WEE1,WEE1,ENSG00000166483,48.75474867,93.5278948,0.939853972,3.55E-05
ENSG00000166508,MCM7,MCM7,ENSG00000166508,42.69141198,93.2535248,1.127212378,5.13E-08
ENSG00000166509,CLEC3A,CLEC3A,ENSG00000166509,53.40912943,128.611958,1.267866513,0
ENSG00000166557,TMED3,TMED3,ENSG00000166557,145.2940564,453.9387652,1.643522008,0
ENSG00000166619,BLCAP,BLCAP,ENSG00000166619,36.54644361,86.92134854,1.249979535,6.05E-09
ENSG00000166794,PPIB,PPIB,ENSG00000166794,91.00705843,192.6114639,1.081643224,0
ENSG00000166851,PLK1,PLK1,ENSG00000166851,23.65069069,59.12240187,1.321822564,1.69E-06
ENSG00000166900,STX3,STX3,ENSG00000166900,25.52842042,59.13804793,1.21198235,2.67E-05
ENSG00000166908,PIP4K2C,PIP4K2C,ENSG00000166908,27.94501851,70.76323479,1.340408869,4.09E-08
ENSG00000166913,YWHAB,YWHAB,ENSG00000166913,256.2390106,423.8569157,0.726087194,0
ENSG00000167004,PDIA3,PDIA3,ENSG00000167004,147.3167832,274.5678908,0.89824112,0
ENSG00000167085,PHB,PHB,ENSG00000167085,43.50540127,122.7583853,1.496555144,0
ENSG00000167106,FAM102A,FAM102A,ENSG00000167106,24.97432437,60.43261021,1.274881607,4.97E-06
ENSG00000167325,RRM1,RRM1,ENSG00000167325,32.22941088,81.13686979,1.331979828,9.85E-10
ENSG00000167397,VKORC1,VKORC1,ENSG00000167397,53.30018348,91.27173419,0.776027644,0.005727752
ENSG00000167526,RPL13,RPL13,ENSG00000167526,561.0692572,684.0273126,0.285875067,0.001366622
ENSG00000167601,AXL,AXL,ENSG00000167601,34.58183124,106.4944289,1.622691788,0
ENSG00000167635,ZNF146,ZNF146,ENSG00000167635,30.38804252,64.50228357,1.085846492,0.000201949
ENSG00000167642,SPINT2,SPINT2,ENSG00000167642,316.2306601,805.0122651,1.348033513,0
ENSG00000167658,EEF2,EEF2,ENSG00000167658,183.8821844,380.6876594,1.049826093,0
ENSG00000167767,KRT80,KRT80,ENSG00000167767,36.95515462,91.17810979,1.302911891,1.20E-10
ENSG00000167770,OTUB1,OTUB1,ENSG00000167770,39.95270725,77.06026369,0.947693857,0.000394207
ENSG00000167772,ANGPTL4,ANGPTL4,ENSG00000167772,30.48000455,84.8601244,1.477223675,2.68E-12
ENSG00000167792,NDUFV1,NDUFV1,ENSG00000167792,58.91216697,117.9102408,1.001051499,5.02E-08
ENSG00000167799,NUDT8,NUDT8,ENSG00000167799,34.4945265,78.31660121,1.182950699,3.73E-07
ENSG00000167800,TBX10,TBX10,ENSG00000167800,24.95017661,51.74855348,1.052468508,0.009033892
ENSG00000167815,PRDX2,PRDX2,ENSG00000167815,62.70659974,148.9638784,1.248273344,0
ENSG00000167881,SRP68,SRP68,ENSG00000167881,26.29371741,59.52366308,1.178745188,7.46E-05
ENSG00000167900,TK1,TK1,ENSG00000167900,40.99860799,117.4862398,1.518844963,0
ENSG00000167969,ECI1,ECI1,ENSG00000167969,34.57583737,77.09658523,1.15690277,9.56E-07
ENSG00000167978,SRRM2,SRRM2,ENSG00000167978,192.5209005,314.484765,0.707975052,2.68E-12
ENSG00000167986,DDB1,DDB1,ENSG00000167986,43.74445224,98.68953712,1.173797078,3.23E-09
ENSG00000168000,BSCL2,BSCL2,ENSG00000168000,26.52326959,68.72486979,1.373573638,2.90E-08
ENSG00000168003,SLC3A2,SLC3A2,ENSG00000168003,83.66033852,175.3792835,1.0678626,0
ENSG00000168028,RPSA,RPSA,ENSG00000168028,67.02619644,126.2871509,0.913910887,2.77E-07
ENSG00000168061,SAC3D1,SAC3D1,ENSG00000168061,21.33065279,50.86626962,1.253781177,0.000213899
ENSG00000168101,NUDT16L1,NUDT16L1,ENSG00000168101,24.79601688,51.79314065,1.062652653,0.007596275
ENSG00000168159,RNF187,RNF187,ENSG00000168159,47.04624298,109.1715606,1.214445659,2.28E-11
ENSG00000168264,IRF2BP2,IRF2BP2,ENSG00000168264,129.7837211,240.5014069,0.889935898,0
ENSG00000168288,MMADHC,MMADHC,ENSG00000168288,38.23330813,74.87889605,0.969729131,0.000578109
ENSG00000168350,DEGS2,DEGS2,ENSG00000168350,38.48477731,114.4314482,1.572123786,0
ENSG00000168393,DTYMK,DTYMK,ENSG00000168393,25.97286758,57.78368173,1.153656823,0.000262236
ENSG00000168439,STIP1,STIP1,ENSG00000168439,49.77413666,118.0130139,1.245477765,0
ENSG00000168496,FEN1,FEN1,ENSG00000168496,25.15500813,65.75026574,1.386151069,5.79E-08
ENSG00000168743,NPNT,NPNT,ENSG00000168743,20.92018727,54.20820083,1.373615358,2.64E-06
ENSG00000168827,GFM1,GFM1,ENSG00000168827,22.34344729,54.08051857,1.275257194,2.48E-05
ENSG00000168894,RNF181,RNF181,ENSG00000168894,46.09691472,86.61555676,0.909955973,0.000310649
ENSG00000168906,MAT2A,MAT2A,ENSG00000168906,35.90515467,93.21693903,1.376401162,3.35E-12
ENSG00000168938,PPIC,PPIC,ENSG00000168938,25.78287843,70.51442863,1.451505154,1.12E-09
ENSG00000169018,FEM1B,FEM1B,ENSG00000169018,26.66648816,57.30236446,1.103566828,0.00061682
ENSG00000169021,UQCRFS1,UQCRFS1,ENSG00000169021,45.27675905,107.5301933,1.247899212,1.14E-11
ENSG00000169100,SLC25A6,SLC25A6,ENSG00000169100,102.1564581,190.1949646,0.896698641,1.74E-11
ENSG00000169223,LMAN2,LMAN2,ENSG00000169223,75.45522974,175.7746702,1.220034386,0
ENSG00000169228,RAB24,RAB24,ENSG00000169228,22.92483677,48.84704183,1.091359734,0.009026003
ENSG00000169230,PRELID1,PRELID1,ENSG00000169230,49.30846654,95.53086656,0.954131565,1.56E-05
ENSG00000169242,EFNA1,EFNA1,ENSG00000169242,88.81289465,302.6316713,1.768721918,0
ENSG00000169567,HINT1,HINT1,ENSG00000169567,129.8757125,307.8334607,1.245018393,0
ENSG00000169692,AGPAT2,AGPAT2,ENSG00000169692,31.77981319,72.85737573,1.196964387,1.68E-06
ENSG00000169710,FASN,FASN,ENSG00000169710,39.4990467,89.55229875,1.180912631,2.46E-08
ENSG00000169714,CNBP,CNBP,ENSG00000169714,97.19599617,226.4772832,1.220397557,0
ENSG00000169727,GPS1,GPS1,ENSG00000169727,33.05645919,74.2554093,1.167563926,1.65E-06
ENSG00000169738,DCXR,DCXR,ENSG00000169738,55.96715687,145.3387174,1.376766714,0
ENSG00000169813,HNRNPF,HNRNPF,ENSG00000169813,76.75498112,159.6927906,1.056966899,0
